pmid,title,pubmed_url
18554927,Hierarchical artificial grammar processing engages Broca's area,https://www.ncbi.nlm.nih.gov/pubmed/18554927
18554928,Pictures of a thousand words: Investigating the neural mechanisms of reading with extremely rapid event-related fMRI,https://www.ncbi.nlm.nih.gov/pubmed/18554928
18555209,Atypical functional lateralization of language in autism spectrum disorders,https://www.ncbi.nlm.nih.gov/pubmed/18555209
18559106,Atypical cortical connectivity and visuospatial cognitive impairments are related in children with chromosome 22q11.2 deletion syndrome,https://www.ncbi.nlm.nih.gov/pubmed/18559106
18559283,Antidepressant treatment normalizes hypoactivity in dorsolateral prefrontal cortex during emotional interference processing in major depression,https://www.ncbi.nlm.nih.gov/pubmed/18559283
18559294,Craving love? Enduring grief activates brain’s reward center,https://www.ncbi.nlm.nih.gov/pubmed/18559294
18559406,Theory of Mind and Schizophrenia: A Positron Emission Tomography Study of Medication-Free Patients,https://www.ncbi.nlm.nih.gov/pubmed/18559406
18562019,A Combined [11C]diprenorphine PET Study and fMRI Study of Acupuncture Analgesia,https://www.ncbi.nlm.nih.gov/pubmed/18562019
18562102,Dysfunctional modulation of emotional interference in the medial prefrontal cortex in patients with schizophrenia,https://www.ncbi.nlm.nih.gov/pubmed/18562102
18562599,Individual Differences in Psychotic Effects of Ketamine Are Predicted by Brain Function Measured under Placebo,https://www.ncbi.nlm.nih.gov/pubmed/18562599
18562616,Loss of resting interhemispheric functional connectivity after complete section of the corpus callosum,https://www.ncbi.nlm.nih.gov/pubmed/18562616
18565682,Experience-dependent plasticity: Differential changes in activation associated with repeated reinforcement,https://www.ncbi.nlm.nih.gov/pubmed/18565682
18567624,"Phantom limb pain, cortical reorganization and the therapeutic effect of mental imagery",https://www.ncbi.nlm.nih.gov/pubmed/18567624
18571627,Genetic Liability for Bipolar Disorder Is Characterized by Excess Frontal Activation in Response to a Working Memory Task,https://www.ncbi.nlm.nih.gov/pubmed/18571627
18573266,Who caused the pain? An fMRI investigation of empathy and intentionality in children,https://www.ncbi.nlm.nih.gov/pubmed/18573266
18573510,"Common and unique components of inhibition and working memory: An fMRI, within-subjects investigation",https://www.ncbi.nlm.nih.gov/pubmed/18573510
18573512,The influence of personality on neural mechanisms of observational fear and reward learning,https://www.ncbi.nlm.nih.gov/pubmed/18573512
18573676,Voxel-based morphometry reveals extra-nigral atrophy patterns associated with dopamine refractory cognitive and motor impairment in parkinsonism,https://www.ncbi.nlm.nih.gov/pubmed/18573676
18574518,Dissociating medial frontal and posterior cingulate activity during self-reflection,https://www.ncbi.nlm.nih.gov/pubmed/18574518
18577292,Neural substrates related to auditory working memory comparisons in dyslexia: An fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18577292
18577390,Cortical recruitment during selective attention in multiple sclerosis: An fMRI investigation of individual differences,https://www.ncbi.nlm.nih.gov/pubmed/18577390
18578596,Rule-dependent prefrontal cortex activity across episodic and perceptual decisions: An fMRI investigation of the criterial classification account,https://www.ncbi.nlm.nih.gov/pubmed/18578596
18578598,Learning and Consolidation of Novel Spoken Words,https://www.ncbi.nlm.nih.gov/pubmed/18578598
18578599,Task-dependent Modulations of Prefrontal and Hippocampal Activity during Intrinsic Word Production,https://www.ncbi.nlm.nih.gov/pubmed/18578599
18578604,Dominance and Submission: The Ventrolateral Prefrontal Cortex and Responses to Status Cues,https://www.ncbi.nlm.nih.gov/pubmed/18578604
18579414,Functional grouping and cortical–subcortical interactions in emotion: A meta-analysis of neuroimaging studies,https://www.ncbi.nlm.nih.gov/pubmed/18579414
18582578,Neural correlates of voluntary and involuntary risk taking in the human brain: An fMRI Study of the Balloon Analog Risk Task (BART),https://www.ncbi.nlm.nih.gov/pubmed/18582578
18582579,Changes in brain gray matter due to repetitive painful stimulation,https://www.ncbi.nlm.nih.gov/pubmed/18582579
18582580,Modulation of brain activity by multiple lexical and word form variables in visual word recognition: A parametric fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18582580
18582581,Functional imaging of sensory decline and gain induced by differential noxious stimulation,https://www.ncbi.nlm.nih.gov/pubmed/18582581
18582900,"Decreased prefrontal, anterior cingulate, insula, and ventral striatal metabolism in medication-free depressed outpatients with bipolar disorder",https://www.ncbi.nlm.nih.gov/pubmed/18582900
18584891,Error processing during online motor control depends on the response accuracy,https://www.ncbi.nlm.nih.gov/pubmed/18584891
18584959,fMRI differences between early and late stage-1 sleep,https://www.ncbi.nlm.nih.gov/pubmed/18584959
18585060,Evoked magnetic fields following noxious laser stimulation of the thigh in humans,https://www.ncbi.nlm.nih.gov/pubmed/18585060
18586109,Neural basis of abnormal response to negative feedback in unmedicated mood disorders,https://www.ncbi.nlm.nih.gov/pubmed/18586109
18586110,Neurodevelopmental Changes in Verbal Working Memory Load-Dependency: An fMRI Investigation,https://www.ncbi.nlm.nih.gov/pubmed/18586110
18586234,The hodology of hallucinations,https://www.ncbi.nlm.nih.gov/pubmed/18586234
18586275,Bilateral decrease in ventrolateral prefrontal cortex activation during motor response inhibition in mania,https://www.ncbi.nlm.nih.gov/pubmed/18586275
18586335,"Association between a longer duration of illness, age and lower frontal lobe grey matter volume in schizophrenia",https://www.ncbi.nlm.nih.gov/pubmed/18586335
18586370,Pointing with the eyes: the role of gaze in communicating danger,https://www.ncbi.nlm.nih.gov/pubmed/18586370
18586523,Gray Matter Asymmetries in Chimpanzees as Revealed by Voxel-Based Morphometry,https://www.ncbi.nlm.nih.gov/pubmed/18586523
18586524,The effect of appraisal level on processing of emotional prosody in meaningless speech,https://www.ncbi.nlm.nih.gov/pubmed/18586524
18586525,Selective activation of the superior frontal gyrus in task-switching: An event-related fNIRS study,https://www.ncbi.nlm.nih.gov/pubmed/18586525
18588986,Proactive inhibitory control of movement assessed by event-related fMRI,https://www.ncbi.nlm.nih.gov/pubmed/18588986
18588987,Ilearned from whatyoudid: Retrieving visuomotor associations learned by observation,https://www.ncbi.nlm.nih.gov/pubmed/18588987
18588988,Frontal-striatal-thalamic mediodorsal nucleus dysfunction in schizophrenia-spectrum patients during sensorimotor gating,https://www.ncbi.nlm.nih.gov/pubmed/18588988
18588989,Separating the effects of alcohol and expectancy on brain activation: An fMRI working memory study,https://www.ncbi.nlm.nih.gov/pubmed/18588989
18589404,Neural Basis of Δ-9-Tetrahydrocannabinol and Cannabidiol: Effects During Response Inhibition,https://www.ncbi.nlm.nih.gov/pubmed/18589404
18589510,Overcoming suppression in order to remember: Contributions from anterior cingulate and ventrolateral prefrontal cortex,https://www.ncbi.nlm.nih.gov/pubmed/18589510
18590546,Neural markers of a greater female responsiveness to social stimuli,https://www.ncbi.nlm.nih.gov/pubmed/18590546
18595737,Chronic vagus nerve stimulation for treatment-resistant depression decreases resting ventromedial prefrontal glucose metabolism,https://www.ncbi.nlm.nih.gov/pubmed/18595737
18595740,"Individual Differences in Reinforcement Learning: Behavioral, Electrophysiological, and Neuroimaging Correlates",https://www.ncbi.nlm.nih.gov/pubmed/18595740
18596189,Choosing Where to Attend and the Medial Frontal Cortex: An fMRI Study,https://www.ncbi.nlm.nih.gov/pubmed/18596189
18597794,Probing category selectivity for environmental sounds in the human auditory brain,https://www.ncbi.nlm.nih.gov/pubmed/18597794
18597795,Neural correlates of spatial and non-spatial inhibition of return (IOR) in attentional orienting,https://www.ncbi.nlm.nih.gov/pubmed/18597795
18597797,Altered reward processing in the nucleus accumbens and mesial prefrontal cortex of patients with posttraumatic stress disorder,https://www.ncbi.nlm.nih.gov/pubmed/18597797
18598772,Low dopamine striatal D2 receptors are associated with prefrontal metabolism in obese subjects: Possible contributing factors,https://www.ncbi.nlm.nih.gov/pubmed/18598772
18599025,Functional imaging of semantic memory predicts postoperative episodic memory functions in chronic temporal lobe epilepsy,https://www.ncbi.nlm.nih.gov/pubmed/18599025
18601726,"Orthographic familiarity, phonological legality and number of orthographic neighbours affect the onset of ERP lexical effects",https://www.ncbi.nlm.nih.gov/pubmed/18601726
18601940,Risk for depression is associated with neural biases in emotional categorisation,https://www.ncbi.nlm.nih.gov/pubmed/18601940
18601941,Shifting set about task switching: Behavioral and neural evidence for distinct forms of cognitive flexibility,https://www.ncbi.nlm.nih.gov/pubmed/18601941
18602483,Neural networks for short-term memory for order differentiate high and low proficiency bilinguals,https://www.ncbi.nlm.nih.gov/pubmed/18602483
18602840,COGNITIVE PROCESSING SPEED AND THE STRUCTURE OF WHITE MATTER PATHWAYS: CONVERGENT EVIDENCE FROM NORMAL VARIATION AND LESION STUDIES,https://www.ncbi.nlm.nih.gov/pubmed/18602840
18603230,Menstrual cycle phase modulates cognitive control over male but not female stimuli,https://www.ncbi.nlm.nih.gov/pubmed/18603230
18603414,Neuroanatomical Substrates of Foresight in Schizophrenia,https://www.ncbi.nlm.nih.gov/pubmed/18603414
18605869,Effects of Aging on the Neural Correlates of Successful Item and Source Memory Encoding,https://www.ncbi.nlm.nih.gov/pubmed/18605869
18606175,The influence of prior record on moral judgment,https://www.ncbi.nlm.nih.gov/pubmed/18606175
18611446,Compensatory brain activation for recognition memory in patients with medication-resistant epilepsy,https://www.ncbi.nlm.nih.gov/pubmed/18611446
18612380,fMRI Evidence for a Dual Process Account of the Speed-Accuracy Tradeoff in Decision-Making,https://www.ncbi.nlm.nih.gov/pubmed/18612380
18612463,Can Machines Think? Interaction and Perspective Taking with Robots Investigated via fMRI,https://www.ncbi.nlm.nih.gov/pubmed/18612463
18614265,Incidental retrieval of emotional contexts in post-traumatic stress disorder and depression: An fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18614265
18614290,Central representation of cold-evoked pain relief in capsaicin induced pain: An event-related fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18614290
18617009,Sensorimotor tongue representation in individuals with unilateral upper limb amelia,https://www.ncbi.nlm.nih.gov/pubmed/18617009
18617569,Modifications of the interactions in the motor networks when a movement becomes automatic,https://www.ncbi.nlm.nih.gov/pubmed/18617569
18619668,Task-Dependent Semantic Interference in Language Production: An fMRI Study,https://www.ncbi.nlm.nih.gov/pubmed/18619668
18619845,Failure to modulate neural response to increased task demand in mild Alzheimer's disease: fMRI study of visuospatial processing,https://www.ncbi.nlm.nih.gov/pubmed/18619845
18619985,A case of persistent retrograde amnesia following a dissociative fugue: Neuropsychological and neurofunctional underpinnings of loss of autobiographical memory and self-awareness,https://www.ncbi.nlm.nih.gov/pubmed/18619985
18620789,Brain activation and deactivation during location and color working memory tasks in 11–13-year-old children,https://www.ncbi.nlm.nih.gov/pubmed/18620789
18620906,Neural generators of brain potentials before rapid eye movements during human REM sleep: A study using sLORETA,https://www.ncbi.nlm.nih.gov/pubmed/18620906
18621033,Neural substrates for visual pattern recognition learning in Igo,https://www.ncbi.nlm.nih.gov/pubmed/18621033
18621037,Isolating event-related potential components associated with voluntary control of visuo-spatial attention,https://www.ncbi.nlm.nih.gov/pubmed/18621037
18621692,Consistency and functional specialization in the default mode brain network,https://www.ncbi.nlm.nih.gov/pubmed/18621692
18632120,"Processing conflicting information: Facilitation, interference, and functional connectivity",https://www.ncbi.nlm.nih.gov/pubmed/18632120
18632288,Frequency Specificity of Functional Connectivity in Brain Networks,https://www.ncbi.nlm.nih.gov/pubmed/18632288
18632301,Prefrontal cortex volume reduction on MRI in preclinical Huntington's disease relates to visuomotor performance and CAG number,https://www.ncbi.nlm.nih.gov/pubmed/18632301
18632890,Specificity of Inferior Olive Response to Stimulus Timing,https://www.ncbi.nlm.nih.gov/pubmed/18632890
18633829,Atypical frontal-posterior synchronization of Theory of Mind regions in autism during mental state attribution,https://www.ncbi.nlm.nih.gov/pubmed/18633829
18634853,Regions with different evoked frequency band responses during early-stage visual processing distinguish mild Alzheimer dementia from mild cognitive impairment and normal aging,https://www.ncbi.nlm.nih.gov/pubmed/18634853
18634888,Catechol-O-methyltransferase val158met genotype influences neural processing of reward anticipation,https://www.ncbi.nlm.nih.gov/pubmed/18634888
18634890,VISUOSPATIAL CONTEXTUAL PROCESSING IN THE PARIETAL CORTEX: AN FMRI INVESTIGATION OF THE INDUCED ROELOFS EFFECT,https://www.ncbi.nlm.nih.gov/pubmed/18634890
18634891,Age-related changes in neural activity during performance matched working memory manipulation,https://www.ncbi.nlm.nih.gov/pubmed/18634891
18635157,Pre-Treatment Brain Activation During Stroop Task is Associated with Outcomes in Cocaine Dependent Patients,https://www.ncbi.nlm.nih.gov/pubmed/18635157
18635241,fMRI evidence for the effect of verbal complexity on lateralisation of the neural response associated with decoding prosodic emotion,https://www.ncbi.nlm.nih.gov/pubmed/18635241
18635394,Frequency Changes in a Continuous Tone: Auditory Cortical Potentials,https://www.ncbi.nlm.nih.gov/pubmed/18635394
18639236,Functional activation and neural networks in women with posttraumatic stress disorder related to intimate partner violence,https://www.ncbi.nlm.nih.gov/pubmed/18639236
18639365,Altered connectivity among emotion-related brain regions during short-term memory in Alzheimer's disease,https://www.ncbi.nlm.nih.gov/pubmed/18639365
18639469,Inter-subject variability in the use of two different neuronal networks for reading aloud familiar words,https://www.ncbi.nlm.nih.gov/pubmed/18639469
18639870,An fMRI study of sex differences in brain activation during object naming,https://www.ncbi.nlm.nih.gov/pubmed/18639870
18644242,Hyperplane navigation: A method to set individual scores in fMRI group datasets,https://www.ncbi.nlm.nih.gov/pubmed/18644242
18644454,Neural correlates of hemispheric dominance and ipsilaterality within the vestibularsystem,https://www.ncbi.nlm.nih.gov/pubmed/18644454
18647397,Does erotic stimulus presentation design affect brain activation patterns? Event-related vs. blocked fMRI designs,https://www.ncbi.nlm.nih.gov/pubmed/18647397
18648501,Changes in Gray Matter Induced by Learning—Revisited,https://www.ncbi.nlm.nih.gov/pubmed/18648501
18649352,Functional Significance of Retrieval-related Activity in Lateral parietal cortex: Evidence from fMRI and ERPs,https://www.ncbi.nlm.nih.gov/pubmed/18649352
18652805,MEG correlates of bimodal encoding of faces and persons' names,https://www.ncbi.nlm.nih.gov/pubmed/18652805
18653664,"The Relationship between Aging, Performance, and the Neural Correlates of Successful Memory Encoding",https://www.ncbi.nlm.nih.gov/pubmed/18653664
18655719,Brain maps of Iowa gambling task,https://www.ncbi.nlm.nih.gov/pubmed/18655719
18656462,The Role of the Left Inferior Frontal Gyrus in Implicit Semantic Competition and Selection: An Event-Related fMRI Study,https://www.ncbi.nlm.nih.gov/pubmed/18656462
18660499,Motivation to do Well Enhances Responses to Errors and Self-Monitoring,https://www.ncbi.nlm.nih.gov/pubmed/18660499
18662866,Brain anatomy of persistent violent offenders: More rather than less,https://www.ncbi.nlm.nih.gov/pubmed/18662866
18662867,Gray matter changes in right superior temporal gyrus in criminal psychopaths. Evidence from voxel-based morphometry,https://www.ncbi.nlm.nih.gov/pubmed/18662867
18663250,The Neurocognitive Components of Pitch Processing: Insights from Absolute Pitch,https://www.ncbi.nlm.nih.gov/pubmed/18663250
18663302,fMRI Activation Changes during Successful Episodic Memory Encoding and Recognition in Amnestic Mild Cognitive Impairment Relative to Cognitively Healthy Older Adults,https://www.ncbi.nlm.nih.gov/pubmed/18663302
18667293,Functional MRI study of brain activation alterations in patients with obsessive–compulsive disorder after symptom improvement,https://www.ncbi.nlm.nih.gov/pubmed/18667293
18669483,Enuresis as a premorbid developmental marker of schizophrenia,https://www.ncbi.nlm.nih.gov/pubmed/18669483
18669589,Selective Attention to Semantic and Syntactic Features Modulates Sentence Processing Networks in Anterior Temporal Cortex,https://www.ncbi.nlm.nih.gov/pubmed/18669589
18672026,Gray matter density and white matter integrity in pianists’ brain: A combined structural and diffusion tensor MRI study,https://www.ncbi.nlm.nih.gov/pubmed/18672026
18672073,"Brain white matter damage in SCA1 and SCA2. An in vivo study using voxel-based morphometry, histogram analysis of mean diffusivity and tract-based spatial statistics",https://www.ncbi.nlm.nih.gov/pubmed/18672073
18672231,Deviant fMRI patterns of brain activity to speech in 2–3 year-old children with autism spectrum disorder,https://www.ncbi.nlm.nih.gov/pubmed/18672231
18672352,Functional abnormalities of the visual processing system in subjects with mild cognitive impairment: An fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18672352
18674589,Emotional Experience Modulates Brain Activity During Fixation Periods Between Tasks,https://www.ncbi.nlm.nih.gov/pubmed/18674589
18674592,Error-specific medial cortical and subcortical activity during the stop signal task: A functional magnetic resonance imaging study,https://www.ncbi.nlm.nih.gov/pubmed/18674592
18674627,Asymmetric control mechanisms of bimanual coordination: An application of directed connectivity analysis to kinematic and functional MRI data,https://www.ncbi.nlm.nih.gov/pubmed/18674627
18674847,Age-related alterations in default mode network: impact on working memory performance,https://www.ncbi.nlm.nih.gov/pubmed/18674847
18674871,Low prefrontal perfusion linked to depression symptoms in methadone-maintained opiate-dependent patients,https://www.ncbi.nlm.nih.gov/pubmed/18674871
18675362,Neural correlates of successful encoding of semantically- and phonologically-mediated inter-item associations,https://www.ncbi.nlm.nih.gov/pubmed/18675362
18675363,"Reliable assessment of lower limb motor representations with fMRI: Use of a novel MR compatible device for real-time monitoring of ankle, knee and hip torques",https://www.ncbi.nlm.nih.gov/pubmed/18675363
18675364,Testosterone biases automatic memory processes in women towards potential mates,https://www.ncbi.nlm.nih.gov/pubmed/18675364
18675995,Functional mapping in PD and PSP for sustained phonation and phoneme tasks,https://www.ncbi.nlm.nih.gov/pubmed/18675995
18678469,An fMRI study of working memory in first-degree unaffected relatives of schizophrenia patients,https://www.ncbi.nlm.nih.gov/pubmed/18678469
18678764,Neural Correlates of Speeded as Compared with Delayed Responses in a Stop Signal Task: An Indirect Analog of Risk Taking and Association with an Anxiety Trait,https://www.ncbi.nlm.nih.gov/pubmed/18678764
18682259,Neural correlates of STN DBS-induced cognitive variability in Parkinson disease,https://www.ncbi.nlm.nih.gov/pubmed/18682259
18682729,Individual Attachment Style Modulates Human Amygdala and Striatum Activation during Social Appraisal,https://www.ncbi.nlm.nih.gov/pubmed/18682729
18685833,Cortical activation during delay discounting in abstinent methamphetamine dependent individuals,https://www.ncbi.nlm.nih.gov/pubmed/18685833
18687404,Tract shape modelling provides evidence of topological change in corpus callosum genu during normal ageing,https://www.ncbi.nlm.nih.gov/pubmed/18687404
18691632,The cortical modulation from the external cues during gait observation and imagination,https://www.ncbi.nlm.nih.gov/pubmed/18691632
18691659,SPM-based count normalization provides excellent discrimination of mild Alzheimer's disease and amnestic mild cognitive impairment from healthy aging,https://www.ncbi.nlm.nih.gov/pubmed/18691659
18691703,Integration of cross-modal emotional information in the human brain: An fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18691703
18691907,The integration of higher order form and motion by the human brain,https://www.ncbi.nlm.nih.gov/pubmed/18691907
18692142,Functional MRI Investigation of Verbal Selection Mechanisms in Lateral Prefrontal Cortex,https://www.ncbi.nlm.nih.gov/pubmed/18692142
18692173,Common neural circuitry supporting volitional saccades and its disruption in schizophrenia patients and relatives,https://www.ncbi.nlm.nih.gov/pubmed/18692173
18692514,The contribution of white and gray matter differences to developmental dyslexia: Insights from DTI and VBM at 3.0T,https://www.ncbi.nlm.nih.gov/pubmed/18692514
18692577,Symbolic representations of action in the human cerebellum,https://www.ncbi.nlm.nih.gov/pubmed/18692577
18692578,The multiple synaesthete E.S. — Neuroanatomical basis of interval-taste and tone-colour synaesthesia,https://www.ncbi.nlm.nih.gov/pubmed/18692578
18692790,Enhanced Neuroactivation during Verbal Memory Processing in Postmenopausal Women Receiving Short Term Hormone Therapy,https://www.ncbi.nlm.nih.gov/pubmed/18692790
18694836,Cortical competition during language discrimination,https://www.ncbi.nlm.nih.gov/pubmed/18694836
18697909,Subthalamic nucleus stimulation-induced regional blood flow responses correlate with improvement of motor signs in Parkinson disease,https://www.ncbi.nlm.nih.gov/pubmed/18697909
18698355,"A Common Anterior Insula Representation of Disgust Observation, Experience and Imagination Shows Divergent Functional Connectivity Pathways",https://www.ncbi.nlm.nih.gov/pubmed/18698355
18698363,Sleep Modulates the Neural Substrates of Both Spatial and Contextual Memory Consolidation,https://www.ncbi.nlm.nih.gov/pubmed/18698363
18702576,"Developmental Increase in Top–Down and Bottom–Up Processing in a Phonological Task: An Effective Connectivity, fMRI Study",https://www.ncbi.nlm.nih.gov/pubmed/18702576
18702580,The Main Sources of Intersubject Variability in Neuronal Activation for Reading Aloud,https://www.ncbi.nlm.nih.gov/pubmed/18702580
18703030,Thinking about the future versus the past in personal and non-personal contexts,https://www.ncbi.nlm.nih.gov/pubmed/18703030
18703146,Lexical influences on speech perception: A Granger causality analysis of MEG and EEG source estimates,https://www.ncbi.nlm.nih.gov/pubmed/18703146
18706701,Affective context interferes with cognitive control in unipolar depression: An fMRI investigation,https://www.ncbi.nlm.nih.gov/pubmed/18706701
18708149,Developmental changes in neural activation and psychophysiological interaction patterns of brain regions associated with interference control and time perception,https://www.ncbi.nlm.nih.gov/pubmed/18708149
18710652,The neural substrates of probabilistic and intertemporal decision making,https://www.ncbi.nlm.nih.gov/pubmed/18710652
18713781,Correlation of passivity symptoms and dysfunctional visuomotor action monitoring in psychosis,https://www.ncbi.nlm.nih.gov/pubmed/18713781
18715555,Drawing cartoon faces – a functional imaging study of the cognitive neuroscience of drawing,https://www.ncbi.nlm.nih.gov/pubmed/18715555
18717711,Preoperative amygdala fMRI in temporal lobe epilepsy,https://www.ncbi.nlm.nih.gov/pubmed/18717711
18718456,Dysfunction of the attentional brain network in children with Developmental Coordination Disorder: A fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18718456
18718542,Role of the prefrontal cortex in human balance control,https://www.ncbi.nlm.nih.gov/pubmed/18718542
18718543,Crinkling and crumpling: An auditory fMRI study of material properties,https://www.ncbi.nlm.nih.gov/pubmed/18718543
18718670,Alexithymia in healthy women: A brain morphology study,https://www.ncbi.nlm.nih.gov/pubmed/18718670
18718872,NETWORK ACTIVATION DURING BIMANUAL MOVEMENTS IN HUMANS,https://www.ncbi.nlm.nih.gov/pubmed/18718872
18721889,Gender differences in voluntary micturition control — An fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18721889
18722517,Executive functions with different motor outputs in somatosensory Go/Nogo tasks: An event-related functional MRI study,https://www.ncbi.nlm.nih.gov/pubmed/18722517
18723260,Self-referential processing of negative stimuli within the ventral anterior cingulate gyrus and right amygdala,https://www.ncbi.nlm.nih.gov/pubmed/18723260
18724253,fMRI of Intrasubject Variability in ADHD: Anomalous Premotor Activity With Prefrontal Compensation,https://www.ncbi.nlm.nih.gov/pubmed/18724253
18725239,Differential effects of orthographic and phonological consistency in cortex for children with and without reading impairment,https://www.ncbi.nlm.nih.gov/pubmed/18725239
18726908,Single Dose of a Dopamine Agonist Impairs Reinforcement Learning in Humans: Evidence from Event-related Potentials and Computational Modeling of Striatal-Cortical Function,https://www.ncbi.nlm.nih.gov/pubmed/18726908
18728773,Rapid and Reversible Recruitment of Early Visual Cortex for Touch,https://www.ncbi.nlm.nih.gov/pubmed/18728773
18728791,Prolonged cholinergic enrichment influences regional cortical activation in early Alzheimer’s disease,https://www.ncbi.nlm.nih.gov/pubmed/18728791
18728818,Functional MRI evidence for language plasticity in adult epileptic patients: Preliminary results,https://www.ncbi.nlm.nih.gov/pubmed/18728818
18752401,Dissociation of Frontal and Medial Temporal Lobe Activity in Maintenance and Binding ofSequentially Presented Paired Associates,https://www.ncbi.nlm.nih.gov/pubmed/18752401
18752995,A role for midcingulate cortex in the interruptive effects of pain anticipation on attention,https://www.ncbi.nlm.nih.gov/pubmed/18752995
18757744,Neural predictors of moment-to-moment fluctuations in cognitive flexibility,https://www.ncbi.nlm.nih.gov/pubmed/18757744
18757980,Grey matter abnormalities in trichotillomania: morphometric  magnetic resonance imaging study,https://www.ncbi.nlm.nih.gov/pubmed/18757980
18760263,Distinct neural substrates for deductive and mathematical processing,https://www.ncbi.nlm.nih.gov/pubmed/18760263
18760691,Activity in both hippocampus and perirhinal cortex predicts the memory strength of subsequently remembered information,https://www.ncbi.nlm.nih.gov/pubmed/18760691
18761138,An fMRI study of the numerical Stroop task in individuals with and without minimal cognitive impairment,https://www.ncbi.nlm.nih.gov/pubmed/18761138
18761362,Implicit trustworthiness ratings of self-resembling faces activate brain centers involved in reward,https://www.ncbi.nlm.nih.gov/pubmed/18761362
18765280,Patterns of cerebral white matter damage and cognitive impairment in adolescents born very preterm,https://www.ncbi.nlm.nih.gov/pubmed/18765280
18765806,Sports experience changes the neural processing of action language,https://www.ncbi.nlm.nih.gov/pubmed/18765806
18767918,White Matter Integrity Predicts Delay Discounting Behavior in 9- to 23-Year-Olds: A Diffusion Tensor Imaging Study,https://www.ncbi.nlm.nih.gov/pubmed/18767918
18769538,“Thinking about Not-Thinking”: Neural Correlates of Conceptual Processing during Zen Meditation,https://www.ncbi.nlm.nih.gov/pubmed/18769538
18771673,Neural interaction of speech and gesture: Differential activations of metaphoric co-verbal gestures,https://www.ncbi.nlm.nih.gov/pubmed/18771673
18771674,Word order processing in the bilingual brain,https://www.ncbi.nlm.nih.gov/pubmed/18771674
18771714,Differential modulation of neural activity throughout the distributed neural system for face perception in patients with Social Phobia and healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/18771714
18771736,Measuring Brain Connectivity: Diffusion Tensor Imaging Validates Resting State Temporal Correlations,https://www.ncbi.nlm.nih.gov/pubmed/18771736
18771737,Negation in the brain: Modulating action representations,https://www.ncbi.nlm.nih.gov/pubmed/18771737
18771738,A longitudinal fMRI study of working memory in severe TBI patients with diffuse axonal injury,https://www.ncbi.nlm.nih.gov/pubmed/18771738
18771801,Say it with flowers! An fMRI study of object mediated communication,https://www.ncbi.nlm.nih.gov/pubmed/18771801
18774224,An fMRI study measuring analgesia enhanced by religion as a belief system,https://www.ncbi.nlm.nih.gov/pubmed/18774224
18774263,Theory of mind and frontal lobe pathology in schizophrenia: A voxel-based morphometry study,https://www.ncbi.nlm.nih.gov/pubmed/18774263
18778779,Neural correlates of heart rate variability during emotion,https://www.ncbi.nlm.nih.gov/pubmed/18778779
18778780,Piecemeal recruitment of left-lateralized brain areas during reading: A spatio-functional account,https://www.ncbi.nlm.nih.gov/pubmed/18778780
18778781,Prefrontal social cognition network dysfunction underlying face encoding and social anxiety in fragile X syndrome,https://www.ncbi.nlm.nih.gov/pubmed/18778781
18783864,Brain correlates of aesthetic expertise: A parametric fMRI study,https://www.ncbi.nlm.nih.gov/pubmed/18783864
18786365,Neural Circuitry Underlying the Regulation of Conditioned Fear and Its Relation to Extinction,https://www.ncbi.nlm.nih.gov/pubmed/18786365
18786512,Errors of mathematical processing: The relationship of accuracy to neural regions associated with retrieval or representation of the problem state,https://www.ncbi.nlm.nih.gov/pubmed/18786512
18786570,Detection of PCC functional connectivity characteristics in resting-state fMRI in mild Alzheimer’s disease,https://www.ncbi.nlm.nih.gov/pubmed/18786570
18786637,"Microglia, amyloid, and cognition in Alzheimer's disease: An [11C](R)PK11195-PET and [11C]PIB-PET study",https://www.ncbi.nlm.nih.gov/pubmed/18786637
18787228,Visualizing Vocal Perception in the Chimpanzee Brain,https://www.ncbi.nlm.nih.gov/pubmed/18787228
18787230,Modulation of Ventral Prefrontal Cortex Functional Connections Reflects the Interplay of Cognitive Processes and Stimulus Characteristics,https://www.ncbi.nlm.nih.gov/pubmed/18787230
18788652,Prefrontal Hypoactivation and Recovery in Insomnia,https://www.ncbi.nlm.nih.gov/pubmed/18788652
18789955,Egocentric memory impaired and allocentric memory intact as assessed by virtual reality in subjects with unilateral parietal cortex lesions,https://www.ncbi.nlm.nih.gov/pubmed/18789955
18790065,Is emotional contagion special? An fMRI study on neural systems for affective and cognitive empathy,https://www.ncbi.nlm.nih.gov/pubmed/18790065
18790618,Episodic memory in schizophrenia: The influence of strategy use on behavior and brain activation,https://www.ncbi.nlm.nih.gov/pubmed/18790618
18793658,Developmental topographical disorientation: Case one,https://www.ncbi.nlm.nih.gov/pubmed/18793658
18793731,Dissociable Roles of Medial Orbitofrontal Cortex in Human Operant Extinction Learning,https://www.ncbi.nlm.nih.gov/pubmed/18793731
